api  | 2025-10-20T19:47:37.188988934Z {"level":30,"time":1760989657188,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:58:12.586185531Z {"level":30,"time":1761001092585,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:58:22.654255856Z {"level":30,"time":1761001102654,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:58:32.701503384Z {"level":30,"time":1761001112701,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:58:42.748494891Z {"level":30,"time":1761001122748,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:58:52.796829017Z {"level":30,"time":1761001132796,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:59:02.854326751Z {"level":30,"time":1761001142854,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:59:12.916579384Z {"level":30,"time":1761001152916,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T22:59:22.975340125Z {"level":30,"time":1761001162975,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:59:33.023348351Z {"level":30,"time":1761001173023,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:59:43.066347559Z {"level":30,"time":1761001183066,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T22:59:53.110204929Z {"level":30,"time":1761001193109,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:00:03.174313466Z {"level":30,"time":1761001203174,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:00:13.230048736Z {"level":30,"time":1761001213229,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:00:23.273776466Z {"level":30,"time":1761001223273,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:00:33.337540264Z {"level":30,"time":1761001233337,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:00:43.389133718Z {"level":30,"time":1761001243388,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:00:53.449058265Z {"level":30,"time":1761001253448,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:01:03.489091174Z {"level":30,"time":1761001263488,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:01:13.531819713Z {"level":30,"time":1761001273531,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:01:23.579859720Z {"level":30,"time":1761001283579,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:01:33.640087716Z {"level":30,"time":1761001293639,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:01:43.687281554Z {"level":30,"time":1761001303687,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:01:53.740262231Z {"level":30,"time":1761001313740,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:02:03.796509747Z {"level":30,"time":1761001323796,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:02:13.849956644Z {"level":30,"time":1761001333849,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:02:23.906826236Z {"level":30,"time":1761001343906,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:02:33.953741848Z {"level":30,"time":1761001353953,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:02:44.009927869Z {"level":30,"time":1761001364009,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:02:54.058058744Z {"level":30,"time":1761001374057,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:03:04.113195532Z {"level":30,"time":1761001384113,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:03:14.160315884Z {"level":30,"time":1761001394160,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:03:24.204701730Z {"level":30,"time":1761001404204,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:03:34.264289870Z {"level":30,"time":1761001414264,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:03:44.307359020Z {"level":30,"time":1761001424306,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:03:54.373359950Z {"level":30,"time":1761001434373,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:04:04.434311634Z {"level":30,"time":1761001444434,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:04:14.469934510Z {"level":30,"time":1761001454469,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:04:24.514993036Z {"level":30,"time":1761001464514,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:04:34.558244601Z {"level":30,"time":1761001474557,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:04:44.626040135Z {"level":30,"time":1761001484625,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:04:54.669604841Z {"level":30,"time":1761001494669,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:05:04.709252822Z {"level":30,"time":1761001504709,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:05:14.756889366Z {"level":30,"time":1761001514756,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:05:24.813275729Z {"level":30,"time":1761001524813,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:05:34.872019614Z {"level":30,"time":1761001534871,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:05:44.915903382Z {"level":30,"time":1761001544915,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:05:54.980637046Z {"level":30,"time":1761001554980,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:06:05.018433789Z {"level":30,"time":1761001565018,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:06:15.074373759Z {"level":30,"time":1761001575074,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:06:25.130751042Z {"level":30,"time":1761001585130,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:06:35.185876004Z {"level":30,"time":1761001595185,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:06:45.221602312Z {"level":30,"time":1761001605221,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:06:55.274501883Z {"level":30,"time":1761001615274,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:07:05.317387292Z {"level":30,"time":1761001625317,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:07:15.357154549Z {"level":30,"time":1761001635356,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:07:25.405409324Z {"level":30,"time":1761001645405,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:07:35.452515486Z {"level":30,"time":1761001655452,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:07:45.488245257Z {"level":30,"time":1761001665488,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:07:55.540543848Z {"level":30,"time":1761001675540,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:08:05.604649023Z {"level":30,"time":1761001685604,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:08:15.672511678Z {"level":30,"time":1761001695672,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:08:25.723571871Z {"level":30,"time":1761001705723,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:08:35.762777636Z {"level":30,"time":1761001715762,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:08:45.806299652Z {"level":30,"time":1761001725806,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:08:55.846907623Z {"level":30,"time":1761001735846,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:09:05.894081481Z {"level":30,"time":1761001745893,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:09:15.945684827Z {"level":30,"time":1761001755945,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:09:25.998350912Z {"level":30,"time":1761001765998,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:09:36.033674482Z {"level":30,"time":1761001776033,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:09:46.088748517Z {"level":30,"time":1761001786088,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:09:56.140753467Z {"level":30,"time":1761001796140,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:10:06.205114043Z {"level":30,"time":1761001806204,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:10:16.255711848Z {"level":30,"time":1761001816255,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:10:26.304514603Z {"level":30,"time":1761001826304,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:10:36.347523321Z {"level":30,"time":1761001836347,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:10:46.408600994Z {"level":30,"time":1761001846408,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:10:56.455571819Z {"level":30,"time":1761001856455,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:11:06.498470083Z {"level":30,"time":1761001866498,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:11:16.554176549Z {"level":30,"time":1761001876554,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:11:26.590213183Z {"level":30,"time":1761001886589,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:11:36.653847399Z {"level":30,"time":1761001896653,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:11:46.701554070Z {"level":30,"time":1761001906701,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:11:56.741172933Z {"level":30,"time":1761001916741,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:12:06.805571775Z {"level":30,"time":1761001926805,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:12:16.853254288Z {"level":30,"time":1761001936853,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:12:26.908432516Z {"level":30,"time":1761001946908,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:12:36.968088125Z {"level":30,"time":1761001956967,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:12:47.020358658Z {"level":30,"time":1761001967020,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:12:57.056555954Z {"level":30,"time":1761001977056,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:13:07.123602735Z {"level":30,"time":1761001987123,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:13:17.175072500Z {"level":30,"time":1761001997174,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:13:27.223179761Z {"level":30,"time":1761002007223,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:13:37.269973914Z {"level":30,"time":1761002017269,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:13:47.310856493Z {"level":30,"time":1761002027310,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:13:57.362186745Z {"level":30,"time":1761002037362,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:14:07.405127796Z {"level":30,"time":1761002047404,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:14:17.441517201Z {"level":30,"time":1761002057441,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:14:27.501367247Z {"level":30,"time":1761002067501,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:14:37.548000463Z {"level":30,"time":1761002077547,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:14:47.592047174Z {"level":30,"time":1761002087591,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:14:57.648099106Z {"level":30,"time":1761002097647,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:15:07.707693325Z {"level":30,"time":1761002107707,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:15:17.755912470Z {"level":30,"time":1761002117755,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:15:27.803705575Z {"level":30,"time":1761002127803,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:15:37.862412551Z {"level":30,"time":1761002137862,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:15:47.910799537Z {"level":30,"time":1761002147910,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:15:57.958450162Z {"level":30,"time":1761002157958,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:16:08.025670451Z {"level":30,"time":1761002168025,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:16:18.090900572Z {"level":30,"time":1761002178090,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:16:28.172085701Z {"level":30,"time":1761002188171,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:16:38.230022676Z {"level":30,"time":1761002198229,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:16:48.284885971Z {"level":30,"time":1761002208284,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:16:58.337497367Z {"level":30,"time":1761002218337,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:17:08.404071419Z {"level":30,"time":1761002228403,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:17:18.467968999Z {"level":30,"time":1761002238467,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:17:28.528419955Z {"level":30,"time":1761002248528,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:17:38.586131298Z {"level":30,"time":1761002258586,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:17:48.654680465Z {"level":30,"time":1761002268654,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:17:58.710159617Z {"level":30,"time":1761002278710,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:18:08.749767368Z {"level":30,"time":1761002288749,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:18:18.811488942Z {"level":30,"time":1761002298811,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:18:28.857872514Z {"level":30,"time":1761002308857,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:18:38.930455404Z {"level":30,"time":1761002318930,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:18:48.981652481Z {"level":30,"time":1761002328981,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:18:59.024999138Z {"level":30,"time":1761002339024,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:19:09.087766169Z {"level":30,"time":1761002349087,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:19:19.145067594Z {"level":30,"time":1761002359144,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:19:29.188912380Z {"level":30,"time":1761002369188,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:19:39.243917704Z {"level":30,"time":1761002379243,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
